transaction_id,transaction_date,transaction_time,order_id,day_of_week,hour,transaction_qty,store_id,store_location,product_id,unit_price,total_sale,product_category,product_type,product_size,product_detail
16422,30/01/2023,07:02:24 a. m.,3921,Martes,7,2,5,Lower Manhattan,55,4.00,8.00,tea,Brewed Chai tea,Lg,Morning Sunrise Chai Lg
16423,30/01/2023,07:03:35 a. m.,3922,Martes,7,2,5,Lower Manhattan,56,2.55,5.10,tea,Brewed Chai tea,Rg,Spicy Eye Opener Chai Rg
16424,30/01/2023,07:03:35 a. m.,3922,Martes,7,1,5,Lower Manhattan,69,3.25,3.25,bakery,Biscotti,Estándar,Hazelnut Biscotti
16425,30/01/2023,07:03:35 a. m.,3922,Martes,7,1,5,Lower Manhattan,81,28.00,28.00,branded,Clothing,Estándar,I Need My Bean! T-shirt
16426,30/01/2023,07:04:44 a. m.,3923,Martes,7,2,5,Lower Manhattan,24,3.00,6.00,coffee,Drip coffee,Lg,Our Old Time Diner Blend Lg
16430,30/01/2023,07:17:50 a. m.,3924,Martes,7,1,5,Lower Manhattan,55,4.00,4.00,tea,Brewed Chai tea,Lg,Morning Sunrise Chai Lg
16441,30/01/2023,07:28:17 a. m.,3925,Martes,7,1,5,Lower Manhattan,49,3.00,3.00,tea,Brewed Black tea,Lg,English Breakfast Lg
16444,30/01/2023,07:30:01 a. m.,3926,Martes,7,3,5,Lower Manhattan,35,3.10,9.30,coffee,Premium brewed coffee,Rg,Jamaican Coffee River Rg
16445,30/01/2023,07:30:38 a. m.,3927,Martes,7,2,5,Lower Manhattan,39,4.25,8.50,coffee,Barista Espresso,Rg,Latte Rg
16447,30/01/2023,07:33:08 a. m.,3928,Martes,7,2,5,Lower Manhattan,52,2.50,5.00,tea,Brewed Chai tea,Rg,Traditional Blend Chai Rg
16448,30/01/2023,07:33:08 a. m.,3928,Martes,7,1,5,Lower Manhattan,75,4.38,4.38,bakery,Pastry,Estándar,Croissant
16451,30/01/2023,07:36:35 a. m.,3929,Martes,7,2,5,Lower Manhattan,29,2.50,5.00,coffee,Gourmet brewed coffee,Rg,Columbian Medium Roast Rg
16453,30/01/2023,07:40:26 a. m.,3930,Martes,7,1,5,Lower Manhattan,48,2.50,2.50,tea,Brewed Black tea,Rg,English Breakfast Rg
16454,30/01/2023,07:40:26 a. m.,3930,Martes,7,1,5,Lower Manhattan,70,3.25,3.25,bakery,Scone,Estándar,Cranberry Scone
16455,30/01/2023,07:41:11 a. m.,3931,Martes,7,1,5,Lower Manhattan,23,2.50,2.50,coffee,Drip coffee,Rg,Our Old Time Diner Blend Rg
16456,30/01/2023,07:41:11 a. m.,3931,Martes,7,1,5,Lower Manhattan,74,3.50,3.50,bakery,Biscotti,Estándar,Ginger Biscotti
16459,30/01/2023,07:47:54 a. m.,3932,Martes,7,2,5,Lower Manhattan,36,3.75,7.50,coffee,Premium brewed coffee,Lg,Jamaican Coffee River Lg
16460,30/01/2023,07:47:54 a. m.,3932,Martes,7,1,5,Lower Manhattan,71,3.75,3.75,bakery,Pastry,Estándar,Chocolate Croissant
16476,30/01/2023,08:06:04 a. m.,3933,Martes,8,2,5,Lower Manhattan,60,3.75,7.50,drinking chocolate,Hot chocolate,Rg,Sustainably Grown Organic Rg
16481,30/01/2023,08:16:03 a. m.,3934,Martes,8,1,5,Lower Manhattan,71,3.75,3.75,bakery,Pastry,Estándar,Chocolate Croissant
16482,30/01/2023,08:16:51 a. m.,3935,Martes,8,1,5,Lower Manhattan,48,2.50,2.50,tea,Brewed Black tea,Rg,English Breakfast Rg
16486,30/01/2023,08:21:25 a. m.,3936,Martes,8,1,5,Lower Manhattan,30,3.00,3.00,coffee,Gourmet brewed coffee,Lg,Columbian Medium Roast Lg
16487,30/01/2023,08:21:34 a. m.,3937,Martes,8,2,5,Lower Manhattan,58,3.50,7.00,drinking chocolate,Hot chocolate,Rg,Dark chocolate Rg
16488,30/01/2023,08:23:52 a. m.,3938,Martes,8,1,5,Lower Manhattan,87,2.10,2.10,coffee,Barista Espresso,Estándar,Ouro Brasileiro shot
16489,30/01/2023,08:23:52 a. m.,3938,Martes,8,1,5,Lower Manhattan,72,2.65,2.65,bakery,Scone,Estándar,Ginger Scone
16493,30/01/2023,08:28:13 a. m.,3939,Martes,8,2,5,Lower Manhattan,51,3.00,6.00,tea,Brewed Black tea,Lg,Earl Grey Lg
16494,30/01/2023,08:28:13 a. m.,3939,Martes,8,1,5,Lower Manhattan,75,3.50,3.50,bakery,Pastry,Estándar,Croissant
16517,30/01/2023,08:46:00 a. m.,3940,Martes,8,2,5,Lower Manhattan,36,3.75,7.50,coffee,Premium brewed coffee,Lg,Jamaican Coffee River Lg
16519,30/01/2023,08:49:26 a. m.,3941,Martes,8,1,5,Lower Manhattan,33,3.50,3.50,coffee,Gourmet brewed coffee,Lg,Ethiopia Lg
16520,30/01/2023,08:49:26 a. m.,3941,Martes,8,4,5,Lower Manhattan,83,14.00,56.00,branded,Housewares,Estándar,I Need My Bean! Latte cup
16526,30/01/2023,08:57:11 a. m.,3942,Martes,8,1,5,Lower Manhattan,57,3.10,3.10,tea,Brewed Chai tea,Lg,Spicy Eye Opener Chai Lg
16528,30/01/2023,09:01:10 a. m.,3943,Martes,9,1,5,Lower Manhattan,49,3.00,3.00,tea,Brewed Black tea,Lg,English Breakfast Lg
16543,30/01/2023,09:25:12 a. m.,3944,Martes,9,1,5,Lower Manhattan,41,4.25,4.25,coffee,Barista Espresso,Lg,Cappuccino Lg
16544,30/01/2023,09:25:12 a. m.,3944,Martes,9,2,5,Lower Manhattan,63,0.80,1.60,flavours,Regular syrup,Estándar,Carmel syrup
16545,30/01/2023,09:25:31 a. m.,3945,Martes,9,2,5,Lower Manhattan,29,2.50,5.00,coffee,Gourmet brewed coffee,Rg,Columbian Medium Roast Rg
16546,30/01/2023,09:25:31 a. m.,3945,Martes,9,1,5,Lower Manhattan,9,23.00,23.00,coffee beans,Organic Beans,Estándar,Organic Decaf Blend
16560,30/01/2023,09:36:00 a. m.,3946,Martes,9,2,5,Lower Manhattan,36,3.75,7.50,coffee,Premium brewed coffee,Lg,Jamaican Coffee River Lg
16561,30/01/2023,09:38:24 a. m.,3947,Martes,9,1,5,Lower Manhattan,26,3.00,3.00,coffee,Organic brewed coffee,Rg,Brazilian Rg
16562,30/01/2023,09:38:24 a. m.,3947,Martes,9,1,5,Lower Manhattan,70,3.25,3.25,bakery,Scone,Estándar,Cranberry Scone
16563,30/01/2023,09:41:04 a. m.,3948,Martes,9,1,5,Lower Manhattan,23,2.50,2.50,coffee,Drip coffee,Rg,Our Old Time Diner Blend Rg
16564,30/01/2023,09:41:04 a. m.,3948,Martes,9,1,5,Lower Manhattan,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
16565,30/01/2023,09:42:09 a. m.,3949,Martes,9,1,5,Lower Manhattan,59,4.50,4.50,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
16566,30/01/2023,09:42:09 a. m.,3949,Martes,9,1,5,Lower Manhattan,70,3.25,3.25,bakery,Scone,Estándar,Cranberry Scone
16568,30/01/2023,09:43:39 a. m.,3950,Martes,9,1,5,Lower Manhattan,50,2.50,2.50,tea,Brewed Black tea,Rg,Earl Grey Rg
16569,30/01/2023,09:43:39 a. m.,3950,Martes,9,1,5,Lower Manhattan,73,3.75,3.75,bakery,Pastry,Estándar,Almond Croissant
16576,30/01/2023,09:54:33 a. m.,3951,Martes,9,1,5,Lower Manhattan,71,3.75,3.75,bakery,Pastry,Estándar,Chocolate Croissant
16578,30/01/2023,09:55:30 a. m.,3952,Martes,9,2,5,Lower Manhattan,58,3.50,7.00,drinking chocolate,Hot chocolate,Rg,Dark chocolate Rg
16585,30/01/2023,09:59:10 a. m.,3953,Martes,9,1,5,Lower Manhattan,49,3.00,3.00,tea,Brewed Black tea,Lg,English Breakfast Lg
16586,30/01/2023,09:59:10 a. m.,3953,Martes,9,1,5,Lower Manhattan,69,3.25,3.25,bakery,Biscotti,Estándar,Hazelnut Biscotti
16587,30/01/2023,09:59:10 a. m.,3953,Martes,9,1,5,Lower Manhattan,82,12.00,12.00,branded,Housewares,Estándar,I Need My Bean! Diner mug
16592,30/01/2023,10:03:26 a. m.,3954,Martes,10,1,5,Lower Manhattan,37,3.00,3.00,coffee,Barista Espresso,Estándar,Espresso shot
16593,30/01/2023,10:03:26 a. m.,3954,Martes,10,2,5,Lower Manhattan,63,0.80,1.60,flavours,Regular syrup,Estándar,Carmel syrup
16594,30/01/2023,10:03:42 a. m.,3955,Martes,10,2,5,Lower Manhattan,48,2.50,5.00,tea,Brewed Black tea,Rg,English Breakfast Rg
16595,30/01/2023,10:03:42 a. m.,3955,Martes,10,1,5,Lower Manhattan,20,7.60,7.60,packaged chocolate,Organic Chocolate,Estándar,Sustainably Grown Organic
16596,30/01/2023,10:03:54 a. m.,3956,Martes,10,2,5,Lower Manhattan,45,3.00,6.00,tea,Brewed herbal tea,Lg,Peppermint Lg
16597,30/01/2023,10:04:28 a. m.,3957,Martes,10,2,5,Lower Manhattan,31,2.20,4.40,coffee,Gourmet brewed coffee,Sm,Ethiopia Sm
16602,30/01/2023,10:08:31 a. m.,3958,Martes,10,2,5,Lower Manhattan,32,3.00,6.00,coffee,Gourmet brewed coffee,Rg,Ethiopia Rg
16609,30/01/2023,10:12:34 a. m.,3959,Martes,10,3,5,Lower Manhattan,42,2.50,7.50,tea,Brewed herbal tea,Rg,Lemon Grass Rg
16610,30/01/2023,10:12:34 a. m.,3959,Martes,10,1,5,Lower Manhattan,79,3.75,3.75,bakery,Scone,Estándar,Jumbo Savory Scone
16611,30/01/2023,10:12:45 a. m.,3960,Martes,10,3,5,Lower Manhattan,47,3.00,9.00,tea,Brewed Green tea,Lg,Serenity Green Tea Lg
16613,30/01/2023,10:15:51 a. m.,3961,Martes,10,2,5,Lower Manhattan,35,3.10,6.20,coffee,Premium brewed coffee,Rg,Jamaican Coffee River Rg
16614,30/01/2023,10:15:51 a. m.,3961,Martes,10,1,5,Lower Manhattan,73,3.75,3.75,bakery,Pastry,Estándar,Almond Croissant
16622,30/01/2023,10:24:36 a. m.,3962,Martes,10,2,5,Lower Manhattan,56,2.55,5.10,tea,Brewed Chai tea,Rg,Spicy Eye Opener Chai Rg
16626,30/01/2023,10:28:12 a. m.,3963,Martes,10,2,5,Lower Manhattan,57,3.10,6.20,tea,Brewed Chai tea,Lg,Spicy Eye Opener Chai Lg
16627,30/01/2023,10:28:12 a. m.,3963,Martes,10,1,5,Lower Manhattan,69,3.25,3.25,bakery,Biscotti,Estándar,Hazelnut Biscotti
16630,30/01/2023,10:28:38 a. m.,3964,Martes,10,2,5,Lower Manhattan,25,2.20,4.40,coffee,Organic brewed coffee,Sm,Brazilian Sm
16631,30/01/2023,10:29:32 a. m.,3965,Martes,10,2,5,Lower Manhattan,29,2.50,5.00,coffee,Gourmet brewed coffee,Rg,Columbian Medium Roast Rg
16641,30/01/2023,10:41:45 a. m.,3966,Martes,10,1,5,Lower Manhattan,54,2.50,2.50,tea,Brewed Chai tea,Rg,Morning Sunrise Chai Rg
16642,30/01/2023,10:43:49 a. m.,3967,Martes,10,2,5,Lower Manhattan,45,3.00,6.00,tea,Brewed herbal tea,Lg,Peppermint Lg
16647,30/01/2023,10:50:23 a. m.,3968,Martes,10,2,5,Lower Manhattan,30,3.00,6.00,coffee,Gourmet brewed coffee,Lg,Columbian Medium Roast Lg
16648,30/01/2023,10:50:58 a. m.,3969,Martes,10,2,5,Lower Manhattan,55,4.00,8.00,tea,Brewed Chai tea,Lg,Morning Sunrise Chai Lg
16650,30/01/2023,10:52:28 a. m.,3970,Martes,10,1,5,Lower Manhattan,48,2.50,2.50,tea,Brewed Black tea,Rg,English Breakfast Rg
16651,30/01/2023,10:53:43 a. m.,3971,Martes,10,1,5,Lower Manhattan,45,3.00,3.00,tea,Brewed herbal tea,Lg,Peppermint Lg
16654,30/01/2023,10:54:49 a. m.,3972,Martes,10,2,5,Lower Manhattan,33,3.50,7.00,coffee,Gourmet brewed coffee,Lg,Ethiopia Lg
16655,30/01/2023,10:55:54 a. m.,3973,Martes,10,1,5,Lower Manhattan,29,2.50,2.50,coffee,Gourmet brewed coffee,Rg,Columbian Medium Roast Rg
16656,30/01/2023,10:55:54 a. m.,3973,Martes,10,1,5,Lower Manhattan,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
16667,30/01/2023,11:17:26 a. m.,3974,Martes,11,1,5,Lower Manhattan,47,3.00,3.00,tea,Brewed Green tea,Lg,Serenity Green Tea Lg
16674,30/01/2023,11:36:50 a. m.,3975,Martes,11,2,5,Lower Manhattan,58,3.50,7.00,drinking chocolate,Hot chocolate,Rg,Dark chocolate Rg
16678,30/01/2023,11:47:52 a. m.,3976,Martes,11,1,5,Lower Manhattan,51,3.00,3.00,tea,Brewed Black tea,Lg,Earl Grey Lg
16680,30/01/2023,11:52:57 a. m.,3977,Martes,11,2,5,Lower Manhattan,50,2.50,5.00,tea,Brewed Black tea,Rg,Earl Grey Rg
16681,30/01/2023,11:52:57 a. m.,3977,Martes,11,1,5,Lower Manhattan,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
16683,30/01/2023,11:55:17 a. m.,3978,Martes,11,2,5,Lower Manhattan,32,3.00,6.00,coffee,Gourmet brewed coffee,Rg,Ethiopia Rg
16685,30/01/2023,12:05:51 p. m.,3979,Martes,12,2,5,Lower Manhattan,42,2.50,5.00,tea,Brewed herbal tea,Rg,Lemon Grass Rg
16686,30/01/2023,12:05:51 p. m.,3979,Martes,12,1,5,Lower Manhattan,12,8.95,8.95,loose tea,Herbal tea,Estándar,Peppermint
16687,30/01/2023,12:06:41 p. m.,3980,Martes,12,1,5,Lower Manhattan,38,3.75,3.75,coffee,Barista Espresso,Estándar,Latte
16688,30/01/2023,12:06:41 p. m.,3980,Martes,12,2,5,Lower Manhattan,65,0.80,1.60,flavours,Sugar free syrup,Estándar,Sugar Free Vanilla syrup
16689,30/01/2023,12:06:41 p. m.,3980,Martes,12,1,5,Lower Manhattan,69,3.25,3.25,bakery,Biscotti,Estándar,Hazelnut Biscotti
16694,30/01/2023,12:14:30 p. m.,3981,Martes,12,1,5,Lower Manhattan,59,4.50,4.50,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
16695,30/01/2023,12:14:30 p. m.,3981,Martes,12,1,5,Lower Manhattan,77,3.00,3.00,bakery,Scone,Estándar,Oatmeal Scone
16696,30/01/2023,12:15:14 p. m.,3982,Martes,12,2,5,Lower Manhattan,39,4.25,8.50,coffee,Barista Espresso,Rg,Latte Rg
16697,30/01/2023,12:15:14 p. m.,3982,Martes,12,2,5,Lower Manhattan,64,0.80,1.60,flavours,Regular syrup,Estándar,Hazelnut syrup
16703,30/01/2023,12:31:29 p. m.,3983,Martes,12,2,5,Lower Manhattan,52,2.50,5.00,tea,Brewed Chai tea,Rg,Traditional Blend Chai Rg
16706,30/01/2023,12:39:00 p. m.,3984,Martes,12,2,5,Lower Manhattan,53,3.00,6.00,tea,Brewed Chai tea,Lg,Traditional Blend Chai Lg
16707,30/01/2023,12:39:00 p. m.,3984,Martes,12,1,5,Lower Manhattan,79,3.75,3.75,bakery,Scone,Estándar,Jumbo Savory Scone
16709,30/01/2023,12:46:09 p. m.,3985,Martes,12,3,5,Lower Manhattan,54,2.50,7.50,tea,Brewed Chai tea,Rg,Morning Sunrise Chai Rg
16721,30/01/2023,12:54:59 p. m.,3986,Martes,12,2,5,Lower Manhattan,35,3.10,6.20,coffee,Premium brewed coffee,Rg,Jamaican Coffee River Rg
16741,30/01/2023,02:05:53 p. m.,3987,Martes,14,1,5,Lower Manhattan,58,3.50,3.50,drinking chocolate,Hot chocolate,Rg,Dark chocolate Rg
16742,30/01/2023,02:05:53 p. m.,3987,Martes,14,1,5,Lower Manhattan,75,3.50,3.50,bakery,Pastry,Estándar,Croissant
16748,30/01/2023,02:18:19 p. m.,3988,Martes,14,2,5,Lower Manhattan,35,3.10,6.20,coffee,Premium brewed coffee,Rg,Jamaican Coffee River Rg
16749,30/01/2023,02:18:19 p. m.,3988,Martes,14,1,5,Lower Manhattan,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
16750,30/01/2023,02:18:19 p. m.,3988,Martes,14,1,5,Lower Manhattan,21,13.33,13.33,packaged chocolate,Drinking Chocolate,Estándar,Chili Mayan
16752,30/01/2023,02:21:43 p. m.,3989,Martes,14,1,5,Lower Manhattan,41,4.25,4.25,coffee,Barista Espresso,Lg,Cappuccino Lg
16753,30/01/2023,02:21:43 p. m.,3989,Martes,14,3,5,Lower Manhattan,65,0.80,2.40,flavours,Sugar free syrup,Estándar,Sugar Free Vanilla syrup
16754,30/01/2023,02:21:43 p. m.,3989,Martes,14,1,5,Lower Manhattan,79,3.75,3.75,bakery,Scone,Estándar,Jumbo Savory Scone
16768,30/01/2023,02:46:18 p. m.,3990,Martes,14,2,5,Lower Manhattan,38,3.75,7.50,coffee,Barista Espresso,Estándar,Latte
16769,30/01/2023,02:46:18 p. m.,3990,Martes,14,2,5,Lower Manhattan,65,0.80,1.60,flavours,Sugar free syrup,Estándar,Sugar Free Vanilla syrup
16771,30/01/2023,02:50:04 p. m.,3991,Martes,14,2,5,Lower Manhattan,54,2.50,5.00,tea,Brewed Chai tea,Rg,Morning Sunrise Chai Rg
16772,30/01/2023,02:50:04 p. m.,3991,Martes,14,1,5,Lower Manhattan,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
16783,30/01/2023,03:30:32 p. m.,3992,Martes,15,2,5,Lower Manhattan,23,2.50,5.00,coffee,Drip coffee,Rg,Our Old Time Diner Blend Rg
16784,30/01/2023,03:37:59 p. m.,3993,Martes,15,2,5,Lower Manhattan,31,2.20,4.40,coffee,Gourmet brewed coffee,Sm,Ethiopia Sm
16798,30/01/2023,04:01:29 p. m.,3994,Martes,16,2,5,Lower Manhattan,25,2.20,4.40,coffee,Organic brewed coffee,Sm,Brazilian Sm
16799,30/01/2023,04:02:48 p. m.,3995,Martes,16,1,5,Lower Manhattan,51,3.00,3.00,tea,Brewed Black tea,Lg,Earl Grey Lg
16802,30/01/2023,04:03:18 p. m.,3996,Martes,16,1,5,Lower Manhattan,37,3.00,3.00,coffee,Barista Espresso,Estándar,Espresso shot
16807,30/01/2023,04:25:29 p. m.,3997,Martes,16,1,5,Lower Manhattan,55,4.00,4.00,tea,Brewed Chai tea,Lg,Morning Sunrise Chai Lg
16808,30/01/2023,04:31:29 p. m.,3998,Martes,16,1,5,Lower Manhattan,50,2.50,2.50,tea,Brewed Black tea,Rg,Earl Grey Rg
16809,30/01/2023,04:31:29 p. m.,3998,Martes,16,1,5,Lower Manhattan,73,3.75,3.75,bakery,Pastry,Estándar,Almond Croissant
16816,30/01/2023,04:49:09 p. m.,3999,Martes,16,1,5,Lower Manhattan,29,2.50,2.50,coffee,Gourmet brewed coffee,Rg,Columbian Medium Roast Rg
16818,30/01/2023,05:02:44 p. m.,4000,Martes,17,2,5,Lower Manhattan,59,4.50,9.00,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
16824,30/01/2023,05:20:28 p. m.,4001,Martes,17,1,5,Lower Manhattan,30,3.00,3.00,coffee,Gourmet brewed coffee,Lg,Columbian Medium Roast Lg
16825,30/01/2023,05:20:28 p. m.,4001,Martes,17,1,5,Lower Manhattan,70,3.25,3.25,bakery,Scone,Estándar,Cranberry Scone
16841,30/01/2023,05:52:15 p. m.,4002,Martes,17,1,5,Lower Manhattan,42,2.50,2.50,tea,Brewed herbal tea,Rg,Lemon Grass Rg
16847,30/01/2023,06:16:57 p. m.,4003,Martes,18,1,5,Lower Manhattan,44,2.50,2.50,tea,Brewed herbal tea,Rg,Peppermint Rg
16851,30/01/2023,06:24:19 p. m.,4004,Martes,18,1,5,Lower Manhattan,48,2.50,2.50,tea,Brewed Black tea,Rg,English Breakfast Rg
16852,30/01/2023,06:24:23 p. m.,4005,Martes,18,1,5,Lower Manhattan,22,2.00,2.00,coffee,Drip coffee,Sm,Our Old Time Diner Blend Sm
16853,30/01/2023,06:24:23 p. m.,4005,Martes,18,1,5,Lower Manhattan,77,3.00,3.00,bakery,Scone,Estándar,Oatmeal Scone
16854,30/01/2023,06:26:41 p. m.,4006,Martes,18,1,5,Lower Manhattan,30,3.00,3.00,coffee,Gourmet brewed coffee,Lg,Columbian Medium Roast Lg
16880,30/01/2023,08:28:03 p. m.,4007,Martes,20,1,5,Lower Manhattan,24,3.00,3.00,coffee,Drip coffee,Lg,Our Old Time Diner Blend Lg
16882,31/01/2023,06:18:59 a. m.,4008,Martes,6,3,5,Lower Manhattan,51,3.00,9.00,tea,Brewed Black tea,Lg,Earl Grey Lg
16883,31/01/2023,06:23:04 a. m.,4009,Martes,6,2,5,Lower Manhattan,27,3.50,7.00,coffee,Organic brewed coffee,Lg,Brazilian Lg
16884,31/01/2023,06:30:54 a. m.,4010,Martes,6,1,5,Lower Manhattan,54,2.50,2.50,tea,Brewed Chai tea,Rg,Morning Sunrise Chai Rg
16885,31/01/2023,06:30:54 a. m.,4010,Martes,6,1,5,Lower Manhattan,15,9.25,9.25,loose tea,Green tea,Estándar,Serenity Green Tea
16887,31/01/2023,06:37:46 a. m.,4011,Martes,6,2,5,Lower Manhattan,31,2.20,4.40,coffee,Gourmet brewed coffee,Sm,Ethiopia Sm
16888,31/01/2023,06:37:59 a. m.,4012,Martes,6,2,5,Lower Manhattan,61,4.75,9.50,drinking chocolate,Hot chocolate,Lg,Sustainably Grown Organic Lg
16889,31/01/2023,06:37:59 a. m.,4012,Martes,6,1,5,Lower Manhattan,72,3.25,3.25,bakery,Scone,Estándar,Ginger Scone
16890,31/01/2023,06:39:54 a. m.,4013,Martes,6,3,5,Lower Manhattan,59,4.50,13.50,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
16895,31/01/2023,06:54:14 a. m.,4014,Martes,6,2,5,Lower Manhattan,61,4.75,9.50,drinking chocolate,Hot chocolate,Lg,Sustainably Grown Organic Lg
16898,31/01/2023,06:58:48 a. m.,4015,Martes,6,1,5,Lower Manhattan,23,2.50,2.50,coffee,Drip coffee,Rg,Our Old Time Diner Blend Rg
16899,31/01/2023,06:58:48 a. m.,4015,Martes,6,1,5,Lower Manhattan,71,3.75,3.75,bakery,Pastry,Estándar,Chocolate Croissant
16901,31/01/2023,07:03:35 a. m.,4016,Martes,7,2,5,Lower Manhattan,56,2.55,5.10,tea,Brewed Chai tea,Rg,Spicy Eye Opener Chai Rg
16902,31/01/2023,07:03:35 a. m.,4016,Martes,7,1,5,Lower Manhattan,69,3.25,3.25,bakery,Biscotti,Estándar,Hazelnut Biscotti
16903,31/01/2023,07:03:35 a. m.,4016,Martes,7,1,5,Lower Manhattan,81,28.00,28.00,branded,Clothing,Estándar,I Need My Bean! T-shirt
16904,31/01/2023,07:04:04 a. m.,4017,Martes,7,3,5,Lower Manhattan,24,3.00,9.00,coffee,Drip coffee,Lg,Our Old Time Diner Blend Lg
16905,31/01/2023,07:04:14 a. m.,4018,Martes,7,1,5,Lower Manhattan,27,3.50,3.50,coffee,Organic brewed coffee,Lg,Brazilian Lg
16908,31/01/2023,07:06:07 a. m.,4019,Martes,7,1,5,Lower Manhattan,47,3.00,3.00,tea,Brewed Green tea,Lg,Serenity Green Tea Lg
16909,31/01/2023,07:06:07 a. m.,4019,Martes,7,1,5,Lower Manhattan,77,3.00,3.00,bakery,Scone,Estándar,Oatmeal Scone
16910,31/01/2023,07:06:43 a. m.,4020,Martes,7,2,5,Lower Manhattan,24,3.00,6.00,coffee,Drip coffee,Lg,Our Old Time Diner Blend Lg
16914,31/01/2023,07:09:48 a. m.,4021,Martes,7,2,5,Lower Manhattan,45,3.00,6.00,tea,Brewed herbal tea,Lg,Peppermint Lg
16918,31/01/2023,07:13:11 a. m.,4022,Martes,7,1,5,Lower Manhattan,30,3.00,3.00,coffee,Gourmet brewed coffee,Lg,Columbian Medium Roast Lg
16919,31/01/2023,07:13:11 a. m.,4022,Martes,7,1,5,Lower Manhattan,7,19.75,19.75,coffee beans,Premium Beans,Estándar,Jamacian Coffee River
16923,31/01/2023,07:13:53 a. m.,4023,Martes,7,2,5,Lower Manhattan,59,4.50,9.00,drinking chocolate,Hot chocolate,Lg,Dark chocolate Lg
16924,31/01/2023,07:13:53 a. m.,4023,Martes,7,1,5,Lower Manhattan,78,4.50,4.50,bakery,Scone,Estándar,Scottish Cream Scone 
16925,31/01/2023,07:16:31 a. m.,4024,Martes,7,2,5,Lower Manhattan,31,2.20,4.40,coffee,Gourmet brewed coffee,Sm,Ethiopia Sm
16926,31/01/2023,07:16:57 a. m.,4025,Martes,7,1,5,Lower Manhattan,27,3.50,3.50,coffee,Organic brewed coffee,Lg,Brazilian Lg
16929,31/01/2023,07:18:58 a. m.,4026,Martes,7,1,5,Lower Manhattan,44,2.50,2.50,tea,Brewed herbal tea,Rg,Peppermint Rg
16930,31/01/2023,07:18:58 a. m.,4026,Martes,7,1,5,Lower Manhattan,69,3.25,3.25,bakery,Biscotti,Estándar,Hazelnut Biscotti
16941,31/01/2023,07:40:11 a. m.,4027,Martes,7,2,5,Lower Manhattan,54,2.50,5.00,tea,Brewed Chai tea,Rg,Morning Sunrise Chai Rg
16942,31/01/2023,07:48:21 a. m.,4028,Martes,7,1,5,Lower Manhattan,51,3.00,3.00,tea,Brewed Black tea,Lg,Earl Grey Lg
16949,31/01/2023,07:50:47 a. m.,4029,Martes,7,1,5,Lower Manhattan,28,2.00,2.00,coffee,Gourmet brewed coffee,Sm,Columbian Medium Roast Sm
16950,31/01/2023,07:50:47 a. m.,4029,Martes,7,1,5,Lower Manhattan,76,4.38,4.38,bakery,Biscotti,Estándar,Chocolate Chip Biscotti
16953,31/01/2023,07:52:22 a. m.,4030,Martes,7,2,5,Lower Manhattan,38,3.75,7.50,coffee,Barista Espresso,Estándar,Latte
16954,31/01/2023,07:52:22 a. m.,4030,Martes,7,1,5,Lower Manhattan,63,0.80,0.80,flavours,Regular syrup,Estándar,Carmel syrup
16956,31/01/2023,07:59:41 a. m.,4031,Martes,7,3,5,Lower Manhattan,32,3.00,9.00,coffee,Gourmet brewed coffee,Rg,Ethiopia Rg
16957,31/01/2023,07:59:59 a. m.,4032,Martes,7,1,5,Lower Manhattan,42,2.50,2.50,tea,Brewed herbal tea,Rg,Lemon Grass Rg
16960,31/01/2023,08:05:37 a. m.,4033,Martes,8,2,5,Lower Manhattan,39,4.25,8.50,coffee,Barista Espresso,Rg,Latte Rg
16961,31/01/2023,08:05:37 a. m.,4033,Martes,8,2,5,Lower Manhattan,84,0.80,1.60,flavours,Regular syrup,Estándar,Chocolate syrup
16971,31/01/2023,08:12:47 a. m.,4034,Martes,8,2,5,Lower Manhattan,35,3.10,6.20,coffee,Premium brewed coffee,Rg,Jamaican Coffee River Rg
16972,31/01/2023,08:13:34 a. m.,4035,Martes,8,2,5,Lower Manhattan,51,3.00,6.00,tea,Brewed Black tea,Lg,Earl Grey Lg
16973,31/01/2023,08:14:25 a. m.,4036,Martes,8,3,5,Lower Manhattan,49,3.00,9.00,tea,Brewed Black tea,Lg,English Breakfast Lg
16980,31/01/2023,08:20:21 a. m.,4037,Martes,8,1,5,Lower Manhattan,27,3.50,3.50,coffee,Organic brewed coffee,Lg,Brazilian Lg
16983,31/01/2023,08:22:23 a. m.,4038,Martes,8,2,5,Lower Manhattan,43,3.00,6.00,tea,Brewed herbal tea,Lg,Lemon Grass Lg
16988,31/01/2023,08:25:02 a. m.,4039,Martes,8,2,5,Lower Manhattan,61,4.75,9.50,drinking chocolate,Hot chocolate,Lg,Sustainably Grown Organic Lg
